页码,微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数
37,5624193336,Nk8pv3K1Y,黑黑不白_ziyi,2023-09-20 10:12:33,湖南科技大学 科大有没有Kpop人啊啊啊啊 爱玩随舞的 有没有可以一起跳舞的姐妹呀 以后可以一起跳跳舞去玩玩随舞什么的 ,0,1,2
37,2240451483,Nk8kpwOzD,湖南科技大学微博协会,2023-09-20 10:00:01,#湖南科技大学微博协会超话# #早安湖科大# #湖南科技大学超话 #  早安，湖科大！ 许多人都会选择维持旧有的行为模式，并抓着一段有害关系不放，以缓和面前的焦虑和不安感。——苏珊·福沃德《情感勒索》 ,0,0,0
37,5666649442,Nk8iqDvGq,兰子的春夏与秋冬,2023-09-20 09:55:08,妈呀 做了一个复读梦 湖南科技大学 有这个大学吗 ,0,5,1
37,7307826391,Nk8eGkUa7,这里是湖南,2023-09-20 09:45:54,【来看，湖南科技大学用无人机灯光秀“宠”新生】9月18日晚，无人机璀璨灯光秀在湖南科技大学夜空震撼上演。海牛号，以及他的研制者万步炎教授惊艳亮相，学校的地标建筑文庙、图书馆等精彩展示，对2023级新生的寄语和祝福一并奉上，现场欢呼雀跃，一阵沸腾，这也是湖南科技大学定名20周年系列活动之一 ...全文,1,1,9
37,7572365704,Nk4O0DAhj,iisi-sscl,2023-09-20 01:01:57,湖科大等我！！！湖南科技大学 ,0,1,2
37,2606218210,Nk4d1guJS,中国妇女报,2023-09-19 23:30:49,【氛围感拉满！#无人机灯光秀点亮新生开学第一课#  】太宠了！9月18日，在湖南科技大学 的新生开学第一课上，该校进行了无人机表演。表演内容不仅展示了学校的学科特色和办学成果，还有学校的地标建筑以及对新生的寄语和祝福。（三湘都市报） 三湘都市报的微博视频 ,4,2,8
37,7676133282,Nk436AIE7,寻瑾瑜,2023-09-19 23:06:23,湖南科技大学为什么要晚训 ,0,0,3
37,2240451483,Nk3C9BoKF,湖南科技大学微博协会,2023-09-19 22:00:00,#湖南科技大学微博协会超话# #晚安湖科大# #湖南科技大学超话 #  晚安，湖科大！ 时间停下了脚步，温柔的夜晚终于降临，愿你拥有一个甜美的晚安。 ,0,0,0
38,2618638282,Nk3x7jCdR,湖南日报,2023-09-19 21:47:35,【来看，湖南科技大学用无人机灯光秀“宠”新生】9月18日晚，无人机璀璨灯光秀在湖南科技大学夜空震撼上演。海牛号，以及他的研制者万步炎教授惊艳亮相，学校的地标建筑文庙、图书馆等精彩展示，对2023级新生的寄语和祝福一并奉上，现场欢呼雀跃，一阵沸腾，这也是湖南科技大学定名20周年系列活动之一 ...全文,0,0,8
38,2109978432,Nk38d5eM9,吴易颖与名手之道,2023-09-19 20:46:13,9/24（日）14：00 湖南科技大学2023锦晖音乐讲坛系列之二 本次讲座钢琴家吴易颖将演出分别以舒曼与勃拉姆斯两位音乐家，用《永恆的挚爱》来做为讲座主要标题，并分别赋予“爱的献礼”、“爱的执著”、“爱的崇高”、“爱的枷锁”等四个子题，用来代表舒曼与布拉姆斯这两位男士，展现出萦绕在克拉拉˙舒 ...全文,0,0,0
38,7477363974,Nk2YU0CZw,啊啦啦啦0206,2023-09-19 20:23:17,湖南科技大学  出租一个月校园网，有人需要嘛 ,0,2,0
38,6415280590,Nk2xzkyj0,白叔手机在充电i,2023-09-19 19:15:57,湖南科技大学热辣的天空 ,0,6,9
38,5487800159,Nk25jmcJr,都柏林的冬天不下雪2023,2023-09-19 18:06:20,湖南科技大学考研  出湖科大外国语言文学备考真题和系统资料，更有学长录屏解答备考疑惑  23年学长外国语言文学复试带上19人➕12人一志愿调剂到别的省内一本。也可推荐别的高分学长学姐解答经验 ,0,0,1
38,7871628028,Nk1Rw9IBe,用户7871628028,2023-09-19 17:32:20,#湖南科技大学##流浪狗##湘潭流浪动物救助#流浪狗救助 湖南科技大学赤马路口有一种疑似流浪的小公狗，非常小，有人需要领养吗，不是本人遗弃的 湘潭·湖南科技大学 ,0,1,0
38,6399236386,Nk1HgAEGy,拍照的桃桃,2023-09-19 17:07:06,星汉灿烂嫋嫋同款 索尼的宽容度太强了（图五图九） 出镜：芃芃其麦 湖南约拍湖南科技大学#古风写真##古风写真##星汉灿烂##赵露思程少商# 湘潭·湖南科技大学 ,0,0,3
38,1700087532,Nk02XjkNE,三湘都市报,2023-09-19 12:55:02,【氛围感拉满！#无人机灯光秀点亮新生开学第一课#  】太宠了！9月18日，在@湖南科技大学 的新生开学第一课上，该校进行了无人机表演。表演内容不仅展示了学校的学科特色和办学成果，还有学校的地标建筑以及对新生的寄语和祝福。据相关人士介绍，这也是该校庆祝湖南科技大学定名20周年系列活动之一。（ ...全文,7,4,20
38,7716863057,Nk1qn4CGo,靉靉与靉靆,2023-09-19 16:25:28,湖南科技大学究竟是谁偷偷撞了我停在七区宿舍后面的车还好还在保修期，可是后面的牌再怎么修也不像开始放的那么完美了 ,0,0,0
39,2877647544,Nk13yBzD5,千千zqy,2023-09-19 15:29:16,湖南科技大学考研请问中国古代文学专业接受跨考吗 ,0,5,1
39,2583571285,Nk0XBxqz4,理论法学周悟阳,2023-09-19 15:14:36,089.非法本法硕过线就走院校推荐（湖南）  法硕  #法硕择校# #25法硕考研#   1⃣️主要推荐湖南科技大学、湖南工业大学和湖南理工学院  2⃣️湖南科技大学历年上线人数很少，过A区线基本能上；湖南工业大学非法本招生人数较多，去年调剂缺额有26人；湖南理工学院有一定报考价值，去年调剂名额 ...全文,0,1,1
39,7773300296,Nk0Xiv0zA,祁弥章丶,2023-09-19 15:13:51,#湖南科技大学灯光秀#好震撼 不愧是你科大效果爆炸啦 ,0,1,2
39,6738269938,Nk0LH4f3Y,格格大佐,2023-09-19 14:45:15,#湖南科技大学灯光秀#本人消息闭塞到现在还在痛心疾首 湘潭·湖南科技大学 ,0,5,10
39,2240451483,NjYTUn4wf,湖南科技大学微博协会,2023-09-19 10:00:00,#湖南科技大学微博协会超话# #早安湖科大# #湖南科技大学超话 #  早安，湖科大！ 早上的阳光会替我拥抱你，所有的东西都开始被染上金黄，你要相信，你也会闪闪发光！ ,0,0,1
39,7480032910,NjYtBtlRH,云边小卖部_Rae,2023-09-19 08:55:12,湖南科技大学考研 转司南333统考➕专业课二 图上的学校和专业都可以转 ,0,2,0
39,7344762766,NjVee6cPA,子桔子_,2023-09-19 00:39:04,湖南科技大学 商学院的学长学姐们真的超级好超级好，新生有被狠狠温暖到，归属感拉满 ,0,0,2
39,7295281068,NjV5K6yxY,大嘴小姜爱吃香菜,2023-09-19 00:18:10,今晚给科大💯 要是不要从一区跑到八区就更好啦湖南科技大学 ,0,0,0
40,7859460256,NjUVEfm8G,用户7859460256,2023-09-18 23:53:18,湖南科技大学求今晚的无人机演出的照片视频，本人军训没带手机 ,0,6,8
40,2877647544,NjUovphlN,千千zqy,2023-09-18 22:31:39,湖南科技大学考研学长学姐们，请问一下中国古代文学今年的参考书目和不含推免生的招生人数有变化吗，谢谢! ,0,0,2
40,1819043041,NjUmDAkLu,程程学长,2023-09-18 22:27:03,#湖南科技大学# 2013—2023十年了，从2013年踏入湘潭，走进科大，如今整整十年了，当年的小学弟而今成了老学长了，这里注定是一段难忘的回忆湘潭·湖南科技大学 ,0,3,4
40,2126925453,NjTQEAPeR,湖南科技大学,2023-09-18 21:08:15,#随手拍##湖南科技大学灯光秀#  湖南科技大学2023级新生开学第一课在第一田径场隆重举行震撼人心的无人机灯光秀最是吸睛，快和科科一起看看吧 ,10,14,169
40,5301126782,NjTKS4v2z,拜托拜托你了嘛,2023-09-18 20:53:59,#湖南科技大学# 美丽 湘潭 ,0,1,8
40,6226159977,NjSdJgB5A,想跟你去看天边的日落,2023-09-18 16:59:36,湖南科技大学问问有没有人出二手电动车 各种东西都在包括购买记录 我收 ,0,0,2
40,2038218622,NjRWdhgIq,湘潭台,2023-09-18 16:16:27,【26件专利作价1.2亿元入股 “海牛” 探出新“商海”】日前，湖南海牛地勘科技有限公司正式挂牌成立，“海牛”团队以26件专利作价1.2亿元入股。这是湖南科技大学为加快科技成果本地转化，让更多成果从“书架”就近上“货架”迈出的标志性一步。26件专利作价1.2亿元入股 “海牛” 探出新“商海” ,0,0,0
40,7789089921,NjRKrDA9f,后悔优雅涮羊肉的烤全鱼,2023-09-18 15:47:28,湖南科技大学 想要湖南科技的表白🧱QQ#湖南科技大学##军训##新生# ,0,1,0
40,7216752811,NjR9Oe3pD,好像是蜜桃,2023-09-18 14:17:12,湖南科技大学考研有没有马克思的学长学姐  有问题要问 ,0,8,1
40,7833673646,NjQgiFpQE,jgyhg518,2023-09-18 12:00:27,湖南科技大学 24湖南科技大学考研群 ,0,23,0
41,6577255740,NjQeBfupz,读完硕士再打工1,2023-09-18 11:56:15,湖南科技大学考研出311资料，已上岸 ,0,0,1
41,7412336764,NjQ35fpsq,用户7412336764,2023-09-18 11:27:52,湖南科技大学 经费都被贪污了吗？？十教那么热开学两个星期了没有空调没有电扇，纯纯蒸桑拿，无语死 ,0,0,3
41,7192986682,NjPMGs2Jr,芋泥好吃O,2023-09-18 10:47:29,湖南科技大学考研有没有同学知道今年科大的教育学会不会限制跨考呀 ,0,19,1
41,5972665406,NjPGSveMX,XR哇哇哇W,2023-09-18 10:33:11,湖南科技大学请问校园网怎么办？朋友们 ,0,0,0
41,1758468011,NjPhV8xhs,YinLLLLiu,2023-09-18 09:31:41,湖南科技大学 想问一下学弟学妹们，国庆可以进学校吗，想国庆回学校玩一天，不知道现在不是学生能不能进校 ,0,2,1
41,5885539809,NjPgGtN5K,易悠岚LKD,2023-09-18 09:28:39,湖南科技大学#新生开学季答疑就现在# 叮～一份新生攻略请查收 还有什么问题都欢迎大家来问哦 ,0,9,10
41,5685489484,NjPdhAoDf,长安irrepentant,2023-09-18 09:20:16,湖南科技大学 记录一下 湘潭·湖南科技大学 ,0,0,2
41,2240451483,NjKLafxbH,湖南科技大学微博协会,2023-09-17 22:00:00,#湖南科技大学微博协会超话# #晚安湖科大# #湖南科技大学超话 #  晚安，湖科大！ 美好的一天又结束了，好梦！ ,0,1,2
41,7186476885,NjKjs1Nac,Hahh铪,2023-09-17 20:51:43,湖南科技大学考研  线性代数满分刷题大法他来啦！ ,0,0,0
41,6544435649,NjJLpbXI7,姐台y霸永远快乐,2023-09-17 19:27:51,上班学校方圆两公里内有步步高新天地和一所一本大大学（湖南科技大学）(有美食街)打败百分之七八十打工人 ,0,0,0
42,6125001486,NjJCp0Z61,自明诚熊,2023-09-17 19:05:40,湖南科技大学庄子《列御寇 》之十四  孔子曰：“凡人心险于山川，难于知天。天犹有春秋冬夏旦幕之期，人者厚貌深情。故有貌愿而益，有长若不肖，有顺怀而达，有坚而缦，有缓而釬。故其就义若渴者，其去义若热。  注释：①凡人心险于山川，难于知天：人心（之藏深变化）比山川更危险，比天更难 ...全文,0,0,0
42,7336824631,NjIUOxaGP,别管猪猪包了,2023-09-17 17:18:17,湖南科技大学考研  我来找找雨湖校区的长沙朋友们 以后可以一起拼车去湘潭北站坐地铁呀  不是长沙的想扩大交友圈也可以私！小小的学校里需要有趣的朋友！ ,0,1,0
42,7797817752,NjIFjj8TN,脆爽小台芒,2023-09-17 16:40:05,湖南科技大学粉丝冲冲冲冲，为学校助力#湖南科技大学# ,0,1,0
42,1653894531,NjI7tyUUk,词忆致用黄艳平,2023-09-17 15:16:44,考研#考研##考研英语#  新学期开学了，《词忆致用：考研英语词汇记忆与真题考点宝典》还余下库存2000余册，不打算卖了。 【免费送】 1. 赠送对象2025考研生（当前大三学生） 2. 湘潭地区（如湘潭大学、湖南科技大学、湖南工程学院，批量需求，可以送货到校少量几册恕不能满足送货要求） 3. 全 ...全文,0,1,0
42,7002204118,NjHg1yZF9,橙子哥哥的心尖宠,2023-09-17 13:05:03,湖南科技大学考研铁铁们知道咱们什么时候发大纲不？ ,0,1,2
42,2126925453,NjHcJ7tdw,湖南科技大学,2023-09-17 12:56:55,#天职师大校庆##天职师大44周年校庆#  四十四载春华秋实，人才济济。 四十四载薪火相传，生生不息。 镜湖水下，炎培园中。 一片和风细雨，一秋累累果实。 乘风破浪，继往开来新篇章。 @湖南科技大学 祝@天津职业技术师范大学 四十四岁生日快乐！愿两校友谊长存，携手并进 ,1,1,2
42,7502394015,NjGyJCPbI,upup-1313,2023-09-17 11:18:24,湖南科技大学考研请问一下各位学长学姐 本科英语专业可以跨考贵校学科语文全日制吗？ ,0,12,3
42,2240451483,NjG2UDSYm,湖南科技大学微博协会,2023-09-17 10:00:00,#湖南科技大学微博协会超话# #早安湖科大# #湖南科技大学超话 #  早安，湖科大！ 23级的小萌新们，正式开学第一天，准备好迎接大学生活了吗？ ,0,1,0
42,5918792226,NjFDg6y1n,捆绑鲨鱼,2023-09-17 08:56:47,#湖南科技大学#有人一起搞排球少年吗新生求同好 ,0,2,0
42,2240451483,NjBJ1CRPn,湖南科技大学微博协会,2023-09-16 23:00:01,#湖南科技大学微博协会超话# #晚安湖科大# #湖南科技大学超话 #  晚安！湖科大。 晚安，玛卡巴卡。 ,0,0,0
43,7189394315,NjBzvvWWa,饕餮he,2023-09-16 22:36:34,湖南科技大学考研今年科大学科类真的限制吗 ,0,5,2
43,5989598173,NjBxczgOm,小猫爱豆花,2023-09-16 22:30:53,湖南科技大学考研 学科类是都限制跨考了吗求解答 ,0,4,0
43,6334272737,NjAXagVZB,都是我爱的虎子啊,2023-09-16 21:02:06,湖南科技大学有拼free男子游泳俱乐部明信片的友友吗，我只要红色画圈部分 ,0,0,1
43,2126925453,NjAImu39W,湖南科技大学,2023-09-16 20:25:38,#河南理工大学114周年校庆# 百年薪火薪相传，理工精神荟芬芳。 明德任责育英才，好学力行铸辉煌。 校庆佳节盛锦绣，共谱新篇诗韵齐。 从1909到2023，从焦作路矿学堂到河南理工大学 114载砥砺奋进，114载风雨兼程，@湖南科技大学 祝@河南理工大学 114周岁生日快乐！愿两校共同发展，携手共进 ,1,1,6
43,7269233847,NjAj2hFV5,吖小懒虫丶,2023-09-16 19:23:14,出湖南科技大学英语笔译真题+备课资料湖南科技大学考研 ,0,4,0
43,6896900454,Njz07nzMj,Osborn_千俞,2023-09-16 16:03:53,萧敬腾雨来雨来雨来雨来湖南科技大学 ,0,0,2
43,2126925453,NjykacSbi,湖南科技大学,2023-09-16 14:20:31,#当代大学宿舍图鉴# 宿舍是同学们四年不变的“小天地”，承载着大学生活无数美好的故事@湖南科技大学 联合 @小米之家 在 #小米开学季# 期间共同举办寻找最酷大学宿舍活动，带话题投稿你的梦中情舍照片，有机会赢取小米开学智能装备包[你好]转发本条微博的小伙伴有机会抽送一个Redmi Buds 4耳机 ...全文,33,5,9
43,7869434713,Njyeg8f7y,小新插画剪辑师_,2023-09-16 14:05:58,湖南科技大学 有兴趣的来吧 ,0,0,0
43,1826549532,NjxpDEx2F,湖南科技大学考研团,2023-09-16 12:01:16,湖南科技大学考研24湖南科技大学考研交流群，企鹅：910092707  学长学姐为大家答疑解惑，资料辅导等都有~快来加入吧 ,0,12,1
43,7869859952,NjwWa5U6L,玖玖布丁,2023-09-16 10:48:38,湖南科技大学考研学科数学的专业课二听说会换成复试科目是真的吗不考843了吗 ,0,1,0
44,5650979990,NjwGrsdPB,Lindzsong,2023-09-16 10:09:55,湖南科技大学考研 出学科英语839背诵资料+真题 ,0,0,0
44,2240451483,NjwCqotSG,湖南科技大学微博协会,2023-09-16 10:00:01,#湖南科技大学微博协会超话# #早安湖科大# #湖南科技大学超话 #  早安，湖科大！ “生活一半是美💃一半是发现 用心喜欢 不断坚持 每一份努力都值得被尊重” ,0,0,0
44,2240451483,NjsiwyD4Z,湖南科技大学微博协会,2023-09-15 23:00:00,#湖南科技大学微博协会超话# #晚安湖科大# #湖南科技大学超话 #  晚安，湖科大。 各位同学，好梦。 ,0,1,0
44,7002204118,NjrYMfO9y,橙子哥哥的心尖宠,2023-09-15 22:11:21,湖南科技大学考研小学教育可以考学科思政吗 ,0,7,3
44,7345979313,NjrhWsi7p,Hello欣欣Kitty,2023-09-15 20:25:48,湖南科技大学 有没有恩静 加我一起玩 ,0,2,0
44,7870504628,NjoZ98F0z,用户7870504628,2023-09-15 14:34:01,湖南科技大学考研  现在要开始看热点了吗 ,0,1,0
44,7825654279,NjntKn61Y,教育学言西学姐,2023-09-15 10:43:55,湖南科技大学考研  报名信息的填写 ,0,6,1
44,2240451483,NjnbVAJT3,湖南科技大学微博协会,2023-09-15 10:00:01,#湖南科技大学微博协会超话# #早安湖科大# #湖南科技大学超话 #  早安，湖科大！ 又是新的一天，要加油哦。 ,0,0,1
44,7589055988,NjjsLfcqi,sweet樂le,2023-09-15 00:30:30,湖南科技大学古德耐特 ,0,3,3
44,6399236386,NjiVMxper,拍照的桃桃,2023-09-14 23:09:15,阿奴出场 出镜：君君 湖南约拍湖南科技大学#少女写真##湖南科技大学##湘潭约拍##古风写真##苗疆少女# 湘潭 ,0,2,2
45,7852107155,NjiUGsZW0,用户真的不知道取什么名字,2023-09-14 23:06:33,湖南科技大学  北校有无短租，或者女生合租，我会简单的烹饪，平常都在敲论文不会有噪音 ,0,0,0
45,5983000543,NjivtBv5I,努力上岸的小朋友-,2023-09-14 22:04:27,湖南科技大学教育学考研贵校今年学科教学限制跨考了吗？ ,0,5,1
45,7809580422,NjiqKtSnl,做一只快乐小鬼,2023-09-14 21:52:48,听说这两天就要开学啦，新生宝宝们要给学姐留口饭吃🍚🍚🍚🍚#湖南科技大学##开学季# 学长学姐都是你们的，我要吃饭🍛 湘潭·湖南科技大学 ,0,2,4
45,6597053869,Njiqibi1l,渐变拿铁吖,2023-09-14 21:51:40,湖南科技大学#开学攻略# 我的美食攻略  学校旁边的鸡公煲很好吃呐 还有什么好吃的大家快来安利吧 ,0,1,2
45,7245646631,Njio1b0ii,易悠岚LKD54,2023-09-14 21:46:04,湖南科技大学#开学攻略# 新学期 我的校园运动攻略 要经常锻炼 保持健康！ ,0,0,2
45,5885539809,NjijSFxji,易悠岚LKD,2023-09-14 21:35:53,湖南科技大学#开学攻略# 我的食堂美食攻略 八珍楼有很多好吃的哦 比如烤盘饭呐 快去尝尝吧 ,0,0,6
45,6125001486,NjhCUk7Lw,自明诚熊,2023-09-14 19:50:00,湖南科技大学庄子《列御寇 》之十三  施于人而不忘，非天布也。商贾不齿，虽以事齿之，神者弗齿。为外刑者，金与木也；为内刑者，动与过也。宵人之离外刑者，金木讯之；离内刑者，阴阳食之。夫免乎外内之刑者，唯真人能之。  注释：①施于人而不忘，非天布：有施于人却不能忘怀，不是像天那样 ...全文,0,0,0
45,3163613683,NjgLkpTTU,嘘柱哥,2023-09-14 17:38:00,求司南的333资料  湖南科技大学教育学考研 ,0,1,0
46,3163613683,NjgL0dJ3r,嘘柱哥,2023-09-14 17:37:12,有没有司南333资料  湖南科技大学考研 ,0,0,0
46,3163613683,NjgJVqKTC,嘘柱哥,2023-09-14 17:34:33,考研湖南科技大学考研 ,0,0,0
46,3163613683,NjgJNvlz3,嘘柱哥,2023-09-14 17:34:14,有出司南的333统考资料的吗？  湖南科技大学考研 ,0,3,0
46,2617970297,NjgzHjfBc,湖南教育电视台,2023-09-14 17:09:21,#爱国强军# @湖南科技大学 “山地捕歼”科目 燃爆不一样的军训 #2023湖南高校最美军训瞬间# 湖南教育发布的微博视频 ,0,1,5
46,1986888471,NjgudxvRx,长沙校园,2023-09-14 16:55:51,#这次亚运湖南学子拼了# #秋天里的湖南高校#  【⏰献礼亚运，他们拼了‼️】近日，2023年全国赛艇锦标赛落幕，@湖南科技大学 体育学院运动训练专业张培冰、刘颖代表湖南省参赛在这场赛艇全国规格最高赛事上勇夺女子四人双桨金牌，以优异的成绩献礼杭州亚运会 让我们一起祝贺 ...全文,4,15,63
46,1747774447,Njgm1l3rn,中国教育新闻网,2023-09-14 16:35:39,【未来教师应具备怎样的数字素养？湖南科大举行了一场研讨会】#教师#   近日，国家智慧教育平台赋能教师数字素养发展学术研讨会在湖南科技大学举行，聚焦数字时代教师数字素养提升。会议认为，国家智慧教育平台的应用为未来教师数字素养发展提供重要契机，意义重大。  “面对信息化潮流，只有积极抢占 ...全文,2,1,2
46,7870504628,NjfrWBz4A,用户7870504628,2023-09-14 14:17:29,湖南科技大学考研  求333统考资料 ,0,2,0
46,2400721805,NjeYzp4k1,抹o茶趣多多,2023-09-14 13:05:08,湖南科技大学 有生物医药上岸的学姐嘛！求真题！！ ,0,3,0
46,7470202591,NjembeXQN,我等不来柳暗花明,2023-09-14 11:30:33,湖南科技大学考研 大家333进度到哪了 ,0,5,1
46,6554124878,Njd6E7O8g,好想吃早餐na-,2023-09-14 08:19:32,湖南科技大学为什么最近看到一些穿着蓝色制服的人拿的网子，好像在到处抓学长学姐...... 湘潭·湖南科技大学知行楼 ,0,1,0
47,7870504628,Nj6pRe40p,用户7870504628,2023-09-13 15:17:38,湖南科技大学考研  求小教资料 ,0,4,0
47,3163613683,Nj5XVmmVH,嘘柱哥,2023-09-13 14:08:49,求一套 sn333背诵资料  湖南科技大学 ,0,0,0
47,6574020658,Nj5QOsLpc,薄荷巧克力_cream,2023-09-13 13:51:18,好想滚回湖南科技大学那个小破床  好想回大学 追星啊  那我要把专辑pb剪了 贴满郑在玹 我说真的 ,0,0,0
47,6628822306,Nj4Qri9N2,YIYI201607,2023-09-13 11:17:38,湖南科技大学蹲一位教育学院研二研三学长学姐请教点事情 ,0,5,0
47,7269445367,Nj3ZbghM6,薯片女孩LIGHT,2023-09-13 09:06:25,湖南科技大学#你好同学#  你好同学 开启新学期 与微博校园一起 迈向新征程吧 ,0,0,0
47,7259071336,Nj3WEo45v,来一份吖,2023-09-13 09:00:11,湖南科技大学#你好同学#  新学期新气象 与微博校园一起开启新学期吧 ,0,0,2
47,5885539809,Nj3VHxBmb,易悠岚LKD,2023-09-13 08:57:51,湖南科技大学#你好同学#  新同学马上要来学校啦  你好同学 与微博校园一起开启新学期吧！ ,0,0,5
47,7585982982,Nj3OIgHoy,柯北164,2023-09-13 08:40:37,湖南科技大学考研蹲一个822上岸的学长学姐问点事 ,0,20,4
47,6628822306,Nj1hDcHNd,YIYI201607,2023-09-13 02:13:38,湖南科技大学请问一下有没有朋友知道2023研究生入学体检形式呀，是在学校体检还是安排在医院呢，大概有哪些项目哇 ,0,2,0
48,7824720247,NiZILldxo,湖南科技大学惟新车队,2023-09-12 22:14:59,#2023中国大学生方程式系列赛事#  📣我们！新车落地@中国大学生方程式汽车大赛 @湖南科技大学 ,0,1,1
48,2240451483,NiZCGjrRu,湖南科技大学微博协会,2023-09-12 22:00:00,#湖南科技大学微博协会超话# #晚安湖科大# #湖南科技大学超话 #  晚安！ 命运全在搏击，奋斗就有希望，失败只有一种，就是放弃努力。 ,0,0,1
48,1907083277,NiXOg05tj,湖南电台,2023-09-12 17:23:01,【国家智慧教育平台赋能教师数字素养发展学术研讨会在湘举行】  国家智慧教育平台赋能教师数字素养发展学术研讨会日前在湖南科技大学举行。来自教育部、湖南省教育厅等相关职能部门的负责人、教育信息化研究基地成员、周方苗名校长工作室成员等代表齐聚一堂，共话“教育数字化”。  教育部教育技术与资 ...全文,0,0,0
48,2837462762,NiXbVgYZ8,荔枝果冻ying,2023-09-12 15:48:35,湖南科技大学 九华新都汇绿之韵公寓出租，距离科大东门电车3分钟，可做饭（燃气）十月入住、半年起租，租金900 ,0,0,0
48,5678432746,NiX4EjuHY,wo迪迦在-东北,2023-09-12 15:30:40,湖南科技大学 找一个新传上岸学姐，可以一个星期给我出两个（消息改写，采访提纲，专题策划，新闻评论），能给我批改，一份多少钱那种，有偿 ,0,4,6
48,7825654279,NiWyS2tWH,教育学言西学姐,2023-09-12 14:12:22,湖南科技大学考研  提前看看考研报名相关问题～ ,0,6,1
48,6034510895,NiWaVcFyJ,阿里嘎多美羊羊s,2023-09-12 13:13:22,湖南科技大学  国庆到底什么时候放假啊 有人有消息吗 ,0,0,0
48,7870141677,NiVL1pTDa,用户7870141677,2023-09-12 12:09:34,湖南科技大学想了解我们学校非法学考研的一些问题，有学长学姐可以解答嘛 ,0,1,0
48,2240451483,NiUUqEvam,湖南科技大学微博协会,2023-09-12 10:00:00,#湖南科技大学微博协会超话#  #早安湖科大# #湖南科技大学超话 #  早安！ 为理想的现实而生活，则生趣盎然。 ,0,1,3
49,7830321548,NiUkLe3Wo,一名编外女明星,2023-09-12 08:32:07,湖南科技大学 球马理论真题 ,0,1,0
49,7830321548,NiUks68hl,一名编外女明星,2023-09-12 08:31:21,马理论考研 求湖南科技大学的真题 ,0,6,1
49,2240451483,NiQAxFGdH,湖南科技大学微博协会,2023-09-11 23:00:01,#湖南科技大学微博协会超话# #晚安湖科大# #湖南科技大学超话 #  晚安，湖科大！ 想到和得到，中间还有两个字——就是要做到。 ,0,0,2
49,1862172703,NiQcbqcFH,集微网官方微博,2023-09-11 22:00:00,【#6所湖南高校被授予首批湖南省一流网络安全院系#】  9月11日，首批湖南省一流网络安全院系授牌仪式在湖南湘江新区举行。湖南湘江新区消息显示，本次共有6所高校被授予首批湖南省一流网络安全院系，分别为国防科技大学、湖南大学、中南大学、湘潭大学、湖南科技大学、南华大学。6所湖南高校被授予首批湖南省一流网络安全院系 ,4,1,2
