页码,微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数
49,7336824631,NiP58zdg9,别管猪猪包了,2023-09-11 19:09:54,湖南科技大学考研   接湖南科技大学小学教育845辅导 出845资料 学姐23考研一志愿上岸 专业课二845分数130➕ 性格活泼热情 可从答疑开始了解 ,0,3,1
49,6553520918,NiODq4Xkz,Delilahs_,2023-09-11 18:01:35,湖南科技大学 求311教育综合资料 ,0,0,0
49,6553520918,NiOozmXN0,Delilahs_,2023-09-11 17:25:01,湖南科技大学 有没有教育学直系学长学姐啊求带 ,0,0,3
49,6271666662,NiOgVC09Q,不要说话qywg,2023-09-11 17:06:12,湖南科技大学 科大有啥二手群嘛  求二手群 ,0,5,0
49,5579355675,NiNHsyTPg,御坂豆豆子,2023-09-11 15:38:49,湖南科技大学想问问取快递的小机器人怎么搞呢 ,0,0,0
50,5847756618,NiNmzrzr2,aweekend,2023-09-11 14:47:21,湖南科技大学 收一个校园网！ ,0,0,0
50,7769756005,NiNlHobWn,不想让你知道我的id,2023-09-11 14:45:12,湖南科技大学 求一个雨湖校区的快递地址 ,0,0,0
50,6193554397,NiNfen2jN,用户6193554397,2023-09-11 14:29:16,湖南科技大学 822自动控制原理有没有老师可以辅导研究生初试#湖南科技大学[话题]##研究生[话题]##自动控制原理[话题]#l ,0,0,0
50,6456134987,NiNfadLAO,我今天超准,2023-09-11 14:29:05,#湖南科技大学# 不是你为什么十教装修没搞完就让我们搬进来上课啊 服了 湘潭·湖南科技大学 ,0,7,2
50,7846130199,NiN9PfAFN,哎呀我是假0,2023-09-11 14:15:57,湖南科技大学 大二有机会换寝室吗真心不想住六人寝 太挤了吧 ,0,1,4
50,7868531586,NiMGFvMDT,钻石大王10086,2023-09-11 13:04:07,湖南科技大学考研 转一个司南的全程班 决定不考研了 有333的统考课程和资料和专业二的课程 下面的学校都可以选 ,0,0,0
50,6125001486,NiGpVBELf,自明诚熊,2023-09-10 21:06:24,湖南科技大学庄子《列御寇 》之十二  鲁哀公问乎颜阖曰：“吾以仲尼为贞干，国其有瘳乎？” 曰：“殆哉圾乎！仲尼方且饰羽而画，从事华辞，以支为旨，忍性以视民而不知不信；受乎心，宰乎神，夫何足以上民！彼宜女与？予颐与？误而可矣。今使民离实学伪，非所以视民也，为后世虑，不若休之。难 ...全文,0,0,0
50,7307826391,NiENV2Ijn,这里是湖南,2023-09-10 17:00:00,#2023湖南教书育人楷模# 【万步炎：向海图强，为海洋事业培育新人】万步炎，男，汉族，1964年1月生，中共党员，湖南科技大学教授，第十四届全国人大代表。他带领团队全力突破关键核心技术难题，为我国海洋矿产勘探技术和装备研发作出了开创性贡献。先后获得“全国杰出专业技术人才”“有突出贡献中青年 ...全文,2,1,3
50,2618638282,NiCsByR81,湖南日报,2023-09-10 11:02:00,#2023湖南教书育人楷模# 【万步炎：向海图强，为海洋事业培育新人】万步炎，男，汉族，1964年1月生，中共党员，湖南科技大学教授，第十四届全国人大代表。他带领团队全力突破关键核心技术难题，为我国海洋矿产勘探技术和装备研发作出了开创性贡献。先后获得“全国杰出专业技术人才”“有突出贡献中青年 ...全文,0,0,6
50,7727769904,NimbpirB5,湖南教育发布,2023-09-08 17:35:41,#2023年湖南省教书育人楷模#【万步炎：深潜入海 逐梦未来】30余年来，湖南科技大学海洋实验室主任万步炎有三分之二的时间在海上度过，他带领团队刻苦攻关，不懈钻研，实现了我国海底钻机装备与配套地质钻探技术的突破和跨越。他们钻下2000余个属于中国的海底钻探孔，映照着科学家拳拳赤子之心。近日， ...全文,1,1,10
51,7779466071,NijAj7ovO,校园小懂妹,2023-09-08 10:58:47,#湖南学子新学期元气满满# 湖南高校的新学期已经全面拉开序幕啦～你的新学期状态怎么样呢？沙沙希望大家都能拉满状态，一起开启一个元气满满的新学期！via.@湖南科技大学  长沙校园的微博视频 ,0,0,0
51,6125001486,NicyIkUOr,自明诚熊,2023-09-07 17:05:38,湖南科技大学庄子《列御寇 》之十一  宋人有曹商者，为宋王使秦。其往也，得车数乘。王说之，益车百乘。反于宋，见庄子曰：“夫处穷闾阨巷，困窘织屦，槁项黄馘者，商之所短也；一悟万乘之主而从车百乘者，商之所长也。” 庄子曰：“秦王有病召医，破痈溃痤者得车一乘，舐痔者得车五乘，所治愈 ...全文,0,0,1
51,5264701413,Ni9Tfp5vr,小康小康漂漂亮亮,2023-09-07 10:17:59,湖南科技大学考研兄弟姐妹们！正在考虑湖科大考研！我想问一下马理论研究生真的住文庙里吗？还有题出的真的很偏吗！好考吗！求回复求回复！ ,0,6,4
51,1986888471,Ni9xgnfLS,长沙校园,2023-09-07 09:23:49,#湖南高校新生军训预备备# 哈喽哈喽！是你马上要军训吗？先不要激动先和沙沙感受一下@湖南科技大学 的火力全开吧～ 看完有没有热血沸腾呢？#军训plog挑战# 长沙校园的微博视频 ,0,0,1
51,2038218622,Ni98qyC8o,湘潭台,2023-09-07 08:22:38,【“敢”在湘潭·人大代表在行动 | 刘坚：立足本职发挥专长才能更好履职】作为一名高校艺术教育工作者该如何履职？这是湖南科技大学齐白石艺术学院教授刘坚刚当选市十六届人大代表时常常思考的问题。一年多来，她不断带领学生走入社会各阶层，将艺术与地域文化相融相通，用画笔丰富人们的精神生活的同时 ...全文,0,0,0
51,6415280590,Ni4YArtji,白叔手机在充电i,2023-09-06 21:47:24,湖南科技大学永远热爱 ,0,12,31
51,5600612452,Ni3owFklH,qooipuep,2023-09-06 17:45:49,湖南科技大学#房屋出租#  科大东门恒大书香门第出租房间，环境安静，门禁安全，独立卫浴，有冰箱、洗衣机、空调，民水民电，包WIFI和物业费，详情联系VX：18235683931 ,0,0,0
51,2618638282,Ni12txsx3,湖南日报,2023-09-06 11:46:00,【依托“海牛”名片探索地方高校未来技术领军人才培养模式，这个实验班开班啦】培养未来技术领军人才，湖南科技大学跳出地方高校单一学科背景的人才培养模式，探索以学科交叉、科教协同、产教融合三方共建未来技术实验班。9月4日，湖南科技大学首届未来技术实验班开班。 目前，湖南正聚焦打造国家重要 ...全文,0,0,0
51,7727769904,NhUuyhTYF,湖南教育发布,2023-09-05 19:05:56,#我的大学梦湖南爱心助学公益活动# 【采蜂女孩撑起家的希望】公益助学，点亮希望，成就梦想。今年考上湖南科技大学的钟玉蓝出生在涟源市三甲乡长江村，5年前父母离异，有2个妹妹和1个残疾的弟弟，父亲长年在外打工。钟玉蓝70多岁的爷爷在家里养了15箱蜜蜂，她从小就跟着爷爷采蜂蜜，帮爷爷一起撑起家的 ...全文,3,4,16
51,6125001486,NhLnSA3br,自明诚熊,2023-09-04 19:54:46,湖南科技大学庄子之《列御寇 》之十  彼至人者，归精神乎无始，而甘冥乎无何有之乡。水流乎无形，发泄乎太清。悲哉乎！汝为知在毫毛，而不知大宁。  译文：那些至人，归精神于无始状态，甜瞑于无何有（乌有）之乡。水流于无形，发泄于太清。可悲啊，你为智于毫毛，而不知道大安大宁。  体会： ...全文,0,0,0
52,1653483527,NhJ7fdsoE,研招网,2023-09-04 14:08:18,【湖南科技大学2023级同等学力硕士开学，共计225人免试申请】我校2023级第一期同等学力申硕学员开班典礼在立德楼五楼报告厅举行。校党委委员、副校长李琳、周智华出席开班典礼。相关职能部门负责人、教学院和继续教育学院负责人及工作人员、225名同等学力申硕学员参加。会议由继续教育学院院长曾治国主 ...全文,0,0,1
52,1653894531,NhIazfjvs,词忆致用黄艳平,2023-09-04 11:43:44,新学期开学了，《词忆致用：考研英语词汇记忆与真题考点宝典》还余下库存2000余册，不打算卖了。近期会安排在@湘潭大学 @湖南科技大学 @湖南工程学院 线下免费发送，针对2025考研的同学，每人赠送一本。2024考研的同学，大概已经不需要词汇书了。 ,0,4,9
52,6125001486,Nhj4LCoRi,自明诚熊,2023-09-01 19:50:47,湖南科技大学庄子之《列御寇 》之九  小夫之知，不离苞苴竿牍，敝精神乎蹇浅，而欲兼济道物。太一形虚。若是者，迷惑于宇宙，形累不知太初。  译文：区区小智，离不开馈赠笼络，修书致意，（谋取私利，）在一些狭小浅显的方面劳累精神，意图达道通物。大道无形。像这样，无穷无尽的宇宙使人迷 ...全文,0,0,2
52,1986888471,NhhTYk0oy,长沙校园,2023-09-01 16:51:26,#湖南高校军训进行时# 湖南高校新生的大学第一课--军训拉开序幕！已经开始的新生们，你们坚持住了吗？即将开始的友友们，你们准备好了吗？沙沙相信你们一定行！via.@湖南科技大学 #新学期湖南高校已就位# #军训plog挑战# ,8,14,61
52,5885539809,Nhg5A0kQJ,易悠岚LKD,2023-09-01 12:14:32,湖南科技大学#第一届05后大学生来了# 要开学啦 第一届05后大学生要来了 开学了 赶紧清醒一点 早八要开始了 ,0,0,3
52,6125001486,NgRhl4F1M,自明诚熊,2023-08-29 21:04:50,湖南科技大学庄子之《列御寇 》之八   圣人以必不必，故无兵；众人以不必必之，故多兵；顺于兵，故行有求。兵，恃之则亡。   注释：① 圣人以必不必，故无兵：圣人最必要的就是不必要，（也就是不争），故无须武力。②众人以不必必之，故多兵：世人将不必要的当作必要的，故多用武力。③顺于兵 ...全文,0,0,0
52,2583571285,NgOMHfPHK,理论法学周悟阳,2023-08-29 14:43:50,035.法本法硕过线就走院校推荐（湖南）法硕 #法硕择校#   1⃣️法本法硕过线就走的院校主要推荐：吉首大学（执行B区线，难度低） 、湖南科技大学、长沙理工大学、湖南理工大学、湖南工商大学和中共湖南省委党校。  2⃣️以上几所院校报考价值最好的是湖南工商大学，难度最低的是吉首大学。  3 ...全文,3,1,12
52,7821597692,Ngwr5zWHy,街球霸王,2023-08-27 16:01:11,【街球霸王学霸周之FLYBOY】西南交大、中南大学、湖南科技大学，FLYBOY的学霸也是不遑多让，大学生就要开学啦，新学期期待所有学生球迷都可以追逐梦想，享受大学校园生活！#街球霸王成都站##街球霸王# 街球霸王的微博视频 ,0,0,0
52,2661351201,NglqHkGSq,优师聚点考研,2023-08-26 12:00:00,24届聚点专业课2半程班—强化试听课 【湖南科技大学-839学科英语】  我爱教育学 #教育学考研# #湖南科技大学# #学科英语# 优师聚点考研的微博视频 ,0,0,0
53,1747774447,Ngb3XDe40,中国教育新闻网,2023-08-25 09:36:31,【@湖南科技大学 以主题教育新成效推动学校高质量发展】  “这是学校给我们生活困难的学生发放的‘隐形’福利。”不久前，湖南科技大学教育学院学生罗同学的餐卡里又收到一笔200元餐费。罗同学说，这是今年收到学校发放的第二笔就餐补助。今年初，学校根据食堂就餐消费大数据，针对食堂就餐率高、消费 ...全文,0,0,3
53,1986888471,Ng3cah8ZW,长沙校园,2023-08-24 13:34:45,#湖南高校版斗地主# 跟随着熟悉的旋律，和沙沙一起在湖南科大打上一手好牌吧～via.@湖南科技大学 #用漫画的方式打开湖南大学# #长沙将持续高温天气# 长沙校园的微博视频 ,10,15,40
53,6399236386,Ng2AiEize,拍照的桃桃,2023-08-24 12:01:27,在长沙文和友拍的港风写真 出境：拾壹 #港风##写真#湖南约拍#少女写真#湖南科技大学#湘潭约拍##港风写真# 湘潭 ,0,1,4
53,1986888471,Ng1JbpZGh,长沙校园,2023-08-24 09:50:36,#捕捉湖南高校内多巴胺风景# 科大到底有多美呢～和沙沙一起探索吧 via.@湖南科技大学 #用漫画的方式打开湖南大学# #湖南四六级成绩出炉# 长沙校园的微博视频 ,0,0,5
53,1726918143,NfzTyw0fg,中国青年报,2023-08-21 10:59:15,【#大学生不爱运动的原因#是什么？】调查显示，66.79%的大学生认为时间不足是限制大学生体育运动的主要原因。在采访中，部分大学生表示对体育运动的兴趣并不强烈，有的仅仅只是为了体育考试过关，难以长期坚持运动。#不爱运动是因为没时间吗#？         湖南科技大学教授、体育学院体育教育系主任舒颜 ...全文,4,6,9
53,6125001486,Nfuj1A43p,自明诚熊,2023-08-20 20:45:31,湖南科技大学庄子之《列御寇 》之五  夫人以己为有以异于人以贱其亲，齐人之井饮者相捽也。故曰今之世皆缓也。自是，有德者以不知也，而况有道者乎！古者谓之遁天之刑。圣人安其所安，不安其所不安；众人安其所不安，不安其所安。  译文：①夫人以己为有以异于人以贱其亲，齐人之井饮者相捽也 ...全文,0,0,0
53,2384122784,Nf0WmbfFd,中国教育报,2023-08-17 18:00:00,【“我们的目标就是星辰大海”——访“时代楷模”、湖南科技大学教授万步炎】■强国建设 教育担当·访谈篇      人物简介      万步炎，“时代楷模”称号获得者，湖南科技大学教授、博士生导师，第十四届全国人大代表。他瞄准世界科技前沿，聚焦国家重大战略需求，30多年如一日扎根海洋资源勘探技术研究 ...全文,0,0,2
53,2126925453,NeHj5ljSQ,湖南科技大学,2023-08-15 16:01:04,#科大要闻速读#  【🥳我们，全国第21‼️】8月15日，中国青年报重磅发布2022-2023年度全国高校官微百强榜单湖南科技大学官方微信公众号入围中国大学官微影响力全国五十强，位居第21名 ,1,2,17
53,1700087532,Ne5JV0stM,三湘都市报,2023-08-11 16:22:47,【#湖南一高校年底将发射卫星#】8月8日上午，湖南科技大学与长沙天仪研究院签订全面战略合作协议。该校首颗卫星——“湖科大一号”卫星将在2023年12月26日前完成发射。湖南科技大学党委书记唐亚阳表示，“海牛号”和“湖科大星座”将是未来学校的两个重点战略发展方向，“深海”和“深空”的探索将成为 ...全文,0,0,14
54,1700087532,Ne5sj4ipv,三湘都市报,2023-08-11 15:39:24,【#湖南一高校年底将发射卫星#】8月8日上午，湖南科技大学与长沙天仪研究院签订全面战略合作协议。该校首颗卫星——“湖科大一号”卫星将在2023年12月26日前完成发射。校方相关负责人介绍，首颗卫星成功发射，标志着“湖科大星座”的开启。湖南科技大学党委书记唐亚阳表示，“海牛号”和“湖科大星座” ...全文,1,2,28
54,7727769904,NduF0glpm,湖南教育发布,2023-08-07 17:59:02,#湖南各高校2023录取通知书# 【湖南科技大学录取通知书上新 由研究生团队设计】随着录取工作的有序进行，湖南科技大学录取通知书日前正式亮相，该通知书的设计由学校设计学院的研究生团队完成，提取了办学历史、文庙等学校相关元素，折射厚重的历史文化底蕴。湖南教育发布的微博视频 ,7,7,29
54,1986888471,Nd0lKCMjX,长沙校园,2023-08-04 12:49:13,#湖南高校与你湘遇湘行#  科科走到现在用了七十余年，其文化底蕴也越来越深厚，沙沙相信以后的科科肯定会更加棒！ #进湘读书准备中# #在盛夏和湖南高校湘见# via@湖南科技大学 长沙校园的微博视频 ,0,1,5
54,7052980191,NbCMXdiWp,司南考研教育,2023-07-26 11:00:00,教育学考研 | 湖南科技大学 | 学科英语 高分答题模板卷面参考  今天给大家分享湖南科大 839学科英语 考研专业课二高分答题卷面参考！   先码再看！完整的高分试卷如图所示各个学校专业都有样板卷，由司南的高分学员书写，供各位考研的宝宝们参考，在大家的资料里面也给大家配送了样板卷方便 ...全文,16,13,29
54,1986888471,NaKfNBIB6,长沙校园,2023-07-20 16:10:00,#湖南高校录取通知书大赏# 当我收到了湖南科技大学的录取通知书…… #九月我在湖南高校等你##捕捉湖南高校的夏日美好# @湖南科技大学 长沙校园的微博视频 ,3,32,66
54,1986888471,N9XssCAzE,长沙校园,2023-07-15 11:56:36,#湖南高校拿下你的n个瞬间#欢迎报考湖南科技大学！湖南科技大学，你理想中的大学，深受父母信赖拥戴的好大学！💪💪💪（科大大）#湖南高校篮球转场##湖南降雨来袭# 长沙校园的微博视频 ,2,21,111
54,2126925453,N7YkvDzRs,湖南科技大学,2023-07-02 10:29:09,#风采科大##我在湖科大等你来#  【湖南科技大学形象片《回响》全新上线！】如果说，发声必有回响，又有哪些让你念念不忘湖南科技大学最新形象片《回响》全新上线科大人用敢为人先的实际行动作答，让梦想，有回响 湖南科技大学的微博视频 ,8,6,68
54,2126925453,N5IdceGCd,湖南科技大学,2023-06-17 13:46:34,#湖南科技大学毕业典礼##毕业季#  6月16日上午七点，湖南科技大学2023年毕业典礼暨学位授予仪式在第一田径场隆重举行学校为2023届本科生、研究生、博士生送去最诚挚的祝福，愿破浪远航，顶峰相见 湖南科技大学的微博视频 ,12,7,97
54,2126925453,N5IPYm3o8,湖南科技大学,2023-06-17 15:22:06,#毕业季##学士帽这样装饰太高级了#   学士帽代表知识和学术成就，也象征着团结和共同目标科科在昨天的#湖南科技大学毕业典礼# 上，发现了许多与众不同的学士帽🎓一起来看看吧 湖南科技大学的微博视频 ,8,5,37
55,2126925453,N5wo8mhXe,湖南科技大学,2023-06-16 07:40:33,#湖南科技大学毕业典礼##毕业季#  直播进行时🎥短短四年，成果斐然又一批优秀毕业生即将离开母校，奔赴远大前程 ,4,2,41
55,1402977920,N2OMUCOT7,光明日报,2023-05-29 13:00:08,【#造出中国人自己的深海钻机#】#聊点科技# 湖南科技大学海洋矿产资源探采装备与安全技术国家地方联合工程实验室主任万步炎：1998年，我第一次登上远洋科考船，整整一周的海上颠簸，让我吐得昏天黑地。但比晕船还难受的是，我发现船上几乎所有的钻探装备都不是国产的。更让人痛心的是，从国外高价租来 ...全文,4,2,19
55,3515639462,N1K4q0cCj,科技日报,2023-05-22 11:09:13,#时代楷模万步炎#【他在碧海深蓝里“钻”出世界第一】他像“海牛”的钻头一样，钻透一切困难。他带领团队，实现了我国海底钻机装备与配套地质钻探技术的突破。他，就是湖南科技大学海洋实验室主任万步炎。  1999年，万步炎带领团队“出道”，启动海底钻机关键技术自主研究。他的梦想，是成为我国租用国 ...全文,62,8,109
55,1726918143,N1Okznlfn,中国青年报,2023-05-22 22:00:00,#强国一代有我在#【钻下“中国孔”：向海图强！】站在数米高的“海牛Ⅱ号”面前，这个身量精瘦、满头白发的“小老头”有点不起眼。带着“海牛家族”，他用了30多年时间，实现了我国海底钻机装备与配套地质钻探技术的突破、从跟跑到并跑到领跑的跨越。 他，就是湖南科技大学海洋实验室主任万步炎。30余 ...全文,7,12,30
55,1986888471,MF7FbwjSo,长沙校园,2023-05-05 12:10:32,#湖南一学子获双蹦床个人冠军#近日，从全国蹦床锦标赛上传来捷报，湖南科技大学体育学院罗仁彬荣获男子双蹦床个人冠军。 （红网湘潭） #镜头里的湖南高校# #相册里的湖南高校# 长沙校园的微博视频 ,7,34,223
55,7727769904,MCzyDv0dy,湖南教育发布,2023-04-18 17:40:24,#湖南清廉学校# 【湖南科技大学: 建设清廉高校 守护育人净土】近年来，湖南科技大学将新时代廉洁文化建设作为重点内容融入清廉高校建设，把廉洁的思想理念、价值取向、精神追求贯穿于办学治校和人才培养全过程。@湖南科技大学 湖南教育发布的微博视频 ,7,11,57
55,1986888471,MB2J0baTM,长沙校园,2023-04-08 16:14:59,#湖南学子四月洋溢青春#放空的心，是最好的礼物，独走的路，是最美的风景！（湖南科技大学）#属于湖南春天的氛围感##湖南高校的春日碎片# 长沙校园的微博视频 ,7,23,209
55,1986888471,MzXIEFGZE,长沙校园,2023-04-01 13:40:06,#湖南高校版铃芽之旅开门转场#我出发了，去开满樱花的那里！ （湖南科技大学）#湖南治愈系风景##人间四月天好美# 长沙校园的微博视频 ,2,30,149
55,2126925453,Mz60R7FTx,湖南科技大学,2023-03-26 20:56:36,#科大要闻速读##我在湖科大等你来#  【官宣｜湖南科技大学2023年硕士研究生复试与录取工作方案】湖南科技大学2023年硕士研究生复试与录取工作方案来啦！科科祝大家一战成“硕” ,0,3,21
55,2126925453,M8bu7ua89,湖南科技大学,2022-09-30 21:14:14,#科大要闻速读##随手拍#  飒！湖南科技大学2022级新生#军训#汇演来啦~喜迎二十大，永远跟党走！滚滚硝烟，花样队列……这里，是你想看的热血青春！ 视频来源：刘谭宇浩 湖南科技大学的微博视频 ,2,2,43
56,6399236386,N2vo2xeKB,拍照的桃桃,2023-05-27 11:36:40,终于拍到了发光发丝 学士服这样拍超好看 教程在最后 #发光发丝#湖南约拍湖南科技大学#湘潭约拍##少女写真##湖南湘潭大学# 湘潭·湖南科技大学 ,0,1,6
56,2753145955,N2eGk3c5g,山东省科协,2023-05-25 17:05:00,【科学家精神】他钻下“中国孔”：向海图强！  站在数米高的“海牛Ⅱ号”面前，这个身量精瘦、满头白发的“小老头”有点不起眼。带着“海牛家族”，他用了30多年时间，实现了我国海底钻机装备与配套地质钻探技术的突破、从跟跑到并跑到领跑的跨越。  他，就是湖南科技大学海洋实验室主任万步炎。30余年 ...全文,0,0,9
57,2126925453,LFCOZyVEk,湖南科技大学,2022-08-05 20:45:33,#风采科大#  【那个12岁的“全国道德模范”，圆梦科大啦！】提起“周美玲”这个名字，每个听过的人都会竖起大拇指7年前，她舍己救人，被大货车撞上，造成腿部重伤。英雄事迹感动了无数人，并获评“全国道德模范”今年9月，她即将步入湖南科技大学，开启新的人生征程 ,0,3,31
57,3363163410,LEbHefxkv,红网,2022-07-27 09:51:57,#好评中国# 7月26日，湖南长沙，18岁的双腿截肢少年彭兰溪收到了校领导亲手送达的湖南科技大学的录取通知书。愿你今后一路坦荡勇往直前！ 红网的微博视频 ,39,1,14
57,2126925453,LDDgbdz2I,湖南科技大学,2022-07-23 18:11:55,#我在湖科大等你来#  【飞奔向你！录取通知书派送ing～】它来了！它来了！2022级小萌新的录取通知书终于来了！从湖南科技大学出发，通知书跨越山海，即将到达各位宝子手中让我们把期待值拉满，一起打开这夏日限定礼包吧↓ ,1,88,195
57,2126925453,LDvsPlNx1,湖南科技大学,2022-07-22 22:21:06,#科大要闻速读##我在湖科大等你来#  【祝贺！你被录取啦】盛夏七月，骄阳似火。湖南科技大学2022年本科招生录取工作正在进行中录取查询、通知书EMS单号查询通道现已开启。确认过眼神，你就是科科要的人！ ,0,10,43
57,6577842450,LAqYYmSVj,山西教育杂志社官博,2022-07-02 17:25:39,@湖南科技大学 @湖南科技大学微博协会 #山西高考志愿填报线上咨询会# #高考志愿# #2022山西高考加油# 【直播回放】湖南科技大学2022年在晋招生宣讲  山西教育杂志社官博的微博视频 ,18,1,15
57,2126925453,LzfrutVOf,湖南科技大学,2022-06-24 22:12:39,#我在湖科大等你来#  【刚刚放榜！多少分可以上湖南科技大学？】湖南省2022年高考分数线放榜，考生#高考成绩#也已发布。萌新们的心情是不是非常激动今年多少分才能上湖南科技大学呢？科科为大家整理了近两年学校各专业在湖南省的录取分数及位次情况，更多招生资讯请关注官方微信公众号。 ,3,19,50
57,2126925453,LxZvcdLL0,湖南科技大学,2022-06-16 15:47:31,#湖南科技大学学术权杖#  6月15日，#湖南科技大学毕业典礼# 上 ，可爱又神圣的学术权杖亮相啦快来和科科围观#湖南科技大学专属学术权杖# 吧 湖南科技大学的微博视频 ,19,28,261
58,7575030448,Ly09gE4SD,白鹿视频,2022-06-16 17:26:15,【#校长举超萌学术权杖参加毕业典礼# 网友：这就是隐藏着SCI力量的钥匙吗】6月15日，湖南湘潭。湖南科技大学的毕业典礼上，校长举着科大专属学术权杖登场。学术权杖中心的校徽被象征着“湘湖”的曲线环绕，独具科大特色。据悉，学术权杖在这次毕业典礼上首次面世，也将带着最真挚的祝福送毕业生 ...全文,14,26,705
58,1935622204,LxWxQyqen,在长沙,2022-06-16 08:15:49,#湖南科技大学学术权杖#【仪式感拉满！湖南科技大学学术权杖面世】2022年湖南科技大学毕业典礼上，学校拿出了学术权杖，学术界居然有这么可爱的东西吗？！ 视频来源丨media naranja 在长沙的微博视频 ,37,39,196
58,3708937547,LxEkufKvi,湖南事儿,2022-06-14 09:53:26,【 #湖南首个高校真冰场回归# 】近日，湖南湘潭。湖南科技大学近600平方米的真冰滑冰场重新开始营业，可同时容纳120人上冰，并配备教练进行现场指导，让当地市民实现“真冰自由”。据了解，湖南科技大学滑冰场是湖南首个高校真冰场，该校也将把体育课搬到冰上，每天开设两堂冰上课程，并根据学生的掌握 ...全文,22,44,209
74,1986888471,IyHBb5zUW,长沙校园,2020-03-15 11:50:13,#宅家云分享大赏#  湖科大最美的瞬间是什么样的 是楼宇间细碎的薄樱，是树林间氤氲的阳光 是绵绵思念等待归期的无尽浪漫♥️ @湖南科技大学 ,0,10,15
74,3266066675,IyB4kcHHX,天一洛,2020-03-14 19:12:47,#你相册里的母校照片#@湖南科技大学 幸好我摄影课老师高抬贵手让我过了，要不然看到我的图能跳起来给我一榔头念念不忘的肯定是吃的啊我爱后街物美价廉的碱面和东北小菜馆一辈子！感谢面馆大叔天天送我瘦肉猪肉牛肉板筋排骨鸡肉！人超级好！ ,0,0,1
74,6278401460,IyACb0tP0,星期七不上发条Q,2020-03-14 18:03:26,#你相册里的母校照片# 发几张照片来表达此刻非常想回学校的心情 @湖南科技大学 ,0,0,6
74,5717005761,IyAjf0kXn,你必须竭尽全力吧,2020-03-14 17:16:48,#你相册里的母校照片#@湖南科技大学 手机里学校的美景，好想回去看春天的樱花🌸 ,0,4,8
74,2673596451,Iyh9onfqR,南昌进贤发布,2020-03-12 16:30:21,进贤县00后大学生志愿者的抗“疫”心语#联防联控江西在行动# 晏志宏，19岁，共青团员，来自湖南科技大学的大一学生，报名参加团县委招募的疫情防控青年志愿服务到现在，在小区担任“宣传员”已有30多天的时间。  “小喇叭”发出“大声音”，最新的疫情动态、权威的科学防疫知识，每天身穿“红马甲”， ...全文,0,0,2
74,5515721276,IyeIHcP9V,用心教育,2020-03-12 10:19:04,发表了博文《用心教育学考研|20考研如何抢占调剂名额？》自20考研要扩招的消息官宣后，不少高校已经发布公告明确扩招，像东华理工大学、安庆师范大学、东北石油大学、湖南科技大学等都已经发布教育学调剂专业信用心教育学考研｜20考研如何抢占调剂名额？ ,2,2,2
74,2957089024,Iy83KyHUY,湖南科技大学团委学生会,2020-03-11 17:21:44,湖南科技大学| #休舱这天终于看清你们的脸# 方舱医院完成使命，白衣天使卸去重任，摘下口罩之后，终见其真挚的笑容。  感谢你们这段时间的付出，辛苦了!❤  (视频来源:央视新闻微博) 湖南科技大学团委学生会的微博视频 ,0,0,2
74,2957089024,IxOG7mr68,湖南科技大学团委学生会,2020-03-09 16:01:19,湖南科技大学   | #湖南青年抗疫#  「Hnusters·战”疫”记」  李昕霖：主动报名参加社区志愿防疫工作，为抗击疫情献出自己的一份力。 ,0,0,0
74,6577433356,IxECfavYk,研线网,2020-03-08 14:24:18,"#2020考研# #考研复试# #考研复试分数线# 大家可以在后台留言想知道的院校，我们会优先发布哦，今天研线菌为大家整理的是湖南科技大学复试相关的信息，里面包含MPAcc,MF2019年复试分数线，2020年复试科目以及湖南科技大学2019年硕士研究生复试录取工作方案（部分），一起来看看吧！《2020考研复试信息 ...全文",1,2,6
